project_name,cbo,wmc,dit,rfc,lcom,totalMethods,staticMethods,publicMethods,privateMethods,protectedMethods,defaultMethods,abstractMethods,finalMethods,synchronizedMethods,totalFields,staticFields,publicFields,privateFields,protectedFields,defaultFields,finalFields,synchronizedFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,anonymousClassesQty,subClassesQty,lambdasQty,uniqueWordsQty,modifiers
bumptech-glide,124.0,146.0,20.0,138.0,2726.0,90.0,26.0,82.0,20.0,5.0,0.0,4.0,30.0,18.0,47.0,27.0,8.0,47.0,36.0,0.0,27.0,0.0,240.0,971.0,116.0,19.0,40.0,9.0,75.0,489.0,506.0,211.0,111.0,130.0,5.0,13.0,6.0,0.0,520.0,1025.0
kijiproject-kiji-bento,13.0,39.0,2.0,71.0,57.0,14.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,1.0,8.0,0.0,0.0,6.0,0.0,12.0,280.0,23.0,3.0,8.0,5.0,0.0,66.0,20.0,50.0,15.0,46.0,3.0,1.0,0.0,0.0,274.0,17.0
checkstyle-checkstyle,38.0,658.0,19.0,101.0,4753.0,98.0,25.0,50.0,98.0,24.0,2.0,4.0,21.0,1.0,182.0,182.0,181.0,25.0,4.0,0.0,182.0,0.0,106.0,65541.0,66.0,36.0,55.0,39.0,59.0,65792.0,245.0,376.0,255.0,182.0,8.0,17.0,26.0,50.0,505.0,1025.0
oracle-spacewalk-backend,136.0,459.0,11.0,471.0,13510.0,165.0,163.0,156.0,23.0,17.0,0.0,11.0,11.0,4.0,93.0,91.0,90.0,57.0,25.0,0.0,91.0,0.0,338.0,2508.0,173.0,55.0,47.0,34.0,60.0,634.0,153.0,489.0,114.0,439.0,8.0,15.0,3.0,0.0,980.0,1025.0
oracle-spacewalk-utils,136.0,459.0,11.0,471.0,13510.0,165.0,163.0,156.0,23.0,17.0,0.0,11.0,11.0,4.0,93.0,91.0,90.0,57.0,25.0,0.0,91.0,0.0,338.0,2508.0,173.0,55.0,47.0,34.0,60.0,634.0,153.0,489.0,114.0,439.0,8.0,15.0,3.0,0.0,980.0,1025.0
sofastack-sofa-rpc,53.0,136.0,6.0,141.0,2399.0,71.0,23.0,71.0,13.0,21.0,0.0,14.0,3.0,3.0,226.0,226.0,221.0,26.0,28.0,0.0,225.0,0.0,97.0,705.0,77.0,18.0,52.0,23.0,69.0,234.0,2074.0,241.0,97.0,235.0,7.0,7.0,15.0,13.0,201.0,1025.0
apacheaccumulo,145.0,389.0,31.0,357.0,4233.0,115.0,38.0,110.0,20.0,15.0,13.0,16.0,9.0,15.0,59.0,59.0,59.0,55.0,8.0,0.0,59.0,0.0,773.0,37239.0,183.0,81.0,56.0,62.0,46.0,1354.0,527.0,389.0,390.0,305.0,8.0,36.0,416.0,86.0,661.0,1025.0
oracle-helidon,71.0,261.0,28.0,186.0,3240.0,81.0,48.0,71.0,31.0,25.0,40.0,28.0,23.0,10.0,49.0,28.0,22.0,39.0,11.0,0.0,49.0,0.0,249.0,1245.0,87.0,21.0,29.0,50.0,36.0,504.0,423.0,229.0,77.0,173.0,7.0,16.0,35.0,77.0,678.0,1025.0
iSoron-uhabits,32.0,157.0,4.0,87.0,262.0,51.0,22.0,51.0,16.0,10.0,6.0,11.0,5.0,29.0,62.0,26.0,17.0,43.0,41.0,0.0,22.0,0.0,103.0,805.0,35.0,12.0,50.0,8.0,66.0,57.0,612.0,166.0,60.0,115.0,5.0,5.0,5.0,10.0,363.0,1025.0
ionic-team-capacitor,65.0,144.0,4.0,140.0,1341.0,58.0,15.0,52.0,18.0,17.0,0.0,0.0,0.0,0.0,31.0,23.0,23.0,25.0,3.0,0.0,23.0,0.0,32.0,608.0,46.0,12.0,26.0,11.0,13.0,99.0,25.0,99.0,29.0,87.0,5.0,5.0,5.0,12.0,376.0,17.0
oracle-spacewalk-schema,136.0,459.0,11.0,471.0,13510.0,165.0,163.0,156.0,23.0,17.0,0.0,11.0,11.0,4.0,93.0,91.0,90.0,57.0,25.0,0.0,91.0,0.0,338.0,2508.0,173.0,55.0,47.0,34.0,60.0,634.0,153.0,489.0,114.0,439.0,8.0,15.0,3.0,0.0,980.0,1025.0
apache-commons-lang,127.0,1077.0,19.0,305.0,62510.0,361.0,360.0,356.0,30.0,87.0,3.0,3.0,14.0,11.0,106.0,106.0,99.0,30.0,4.0,0.0,106.0,0.0,2898.0,5690.0,606.0,125.0,272.0,15.0,92.0,3322.0,4310.0,789.0,279.0,570.0,9.0,74.0,79.0,162.0,1057.0,1025.0
javaparser-javaparser,416.0,3478.0,17.0,696.0,197254.0,629.0,36.0,312.0,500.0,18.0,34.0,13.0,122.0,1.0,127.0,109.0,108.0,22.0,14.0,0.0,109.0,0.0,1038.0,8583.0,1320.0,164.0,230.0,50.0,476.0,530.0,2964.0,1781.0,445.0,650.0,15.0,7.0,15.0,213.0,1790.0,1025.0
google-guava,299.0,1401.0,134.0,423.0,980700.0,1401.0,92.0,1401.0,118.0,33.0,5.0,13.0,29.0,8.0,134.0,129.0,129.0,22.0,6.0,0.0,131.0,0.0,729.0,5606.0,133.0,95.0,118.0,236.0,108.0,754.0,669.0,1400.0,136.0,1400.0,9.0,413.0,74.0,48.0,728.0,1025.0
apache-directory-ldap-api,141.0,2744.0,18.0,368.0,10725.0,163.0,76.0,151.0,32.0,9.0,0.0,2.0,13.0,32.0,1016.0,1016.0,1016.0,59.0,23.0,0.0,1016.0,0.0,223.0,4850.0,151.0,47.0,123.0,63.0,293.0,1028.0,3464.0,1016.0,194.0,1016.0,8.0,39.0,17.0,23.0,567.0,1025.0
bkromhout-realm-java,107.0,381.0,5.0,388.0,8937.0,170.0,44.0,140.0,65.0,28.0,0.0,14.0,8.0,4.0,47.0,24.0,24.0,25.0,4.0,0.0,23.0,0.0,150.0,2762.0,96.0,30.0,52.0,253.0,270.0,658.0,863.0,392.0,167.0,361.0,5.0,89.0,10.0,0.0,551.0,1025.0
facebook-litho,115.0,710.0,28.0,554.0,21945.0,233.0,93.0,210.0,122.0,51.0,1.0,97.0,25.0,18.0,97.0,57.0,57.0,88.0,24.0,0.0,61.0,0.0,487.0,4548.0,172.0,144.0,117.0,11.0,53.0,449.0,1319.0,944.0,133.0,908.0,6.0,60.0,17.0,20.0,806.0,1025.0
apache-hbase,449.0,1013.0,91.0,879.0,32601.0,286.0,171.0,219.0,72.0,50.0,183.0,47.0,12.0,23.0,381.0,381.0,380.0,72.0,50.0,0.0,381.0,0.0,888.0,49162.0,276.0,105.0,131.0,114.0,145.0,874.0,2228.0,1657.0,229.0,1259.0,9.0,177.0,658.0,480.0,1678.0,1025.0
apache-avro,142.0,388.0,127.0,328.0,4731.0,115.0,26.0,112.0,30.0,31.0,2.0,21.0,4.0,7.0,61.0,61.0,26.0,47.0,14.0,0.0,61.0,0.0,222.0,2059.0,166.0,25.0,109.0,16.0,204.0,572.0,331.0,258.0,90.0,160.0,9.0,5.0,54.0,37.0,416.0,1025.0
Twitter4J-Twitter4J,73.0,328.0,5.0,174.0,31550.0,252.0,19.0,233.0,18.0,53.0,0.0,13.0,54.0,10.0,54.0,54.0,5.0,54.0,9.0,0.0,54.0,0.0,90.0,2640.0,257.0,29.0,21.0,16.0,44.0,756.0,162.0,154.0,210.0,75.0,8.0,154.0,2.0,2.0,357.0,1025.0
google-error-prone-javac,59.0,2048.0,127.0,238.0,2096128.0,2048.0,44.0,94.0,37.0,14.0,1.0,7.0,7.0,2.0,2048.0,59.0,57.0,17.0,6.0,0.0,59.0,0.0,122.0,4212.0,100.0,95.0,45.0,38.0,54.0,1766.0,4202.0,289.0,371.0,2048.0,16.0,40.0,156.0,278.0,4098.0,1025.0
permissions-dispatcher-PermissionsDispatcher,12.0,85.0,4.0,18.0,3570.0,85.0,6.0,85.0,3.0,3.0,0.0,3.0,2.0,0.0,86.0,86.0,85.0,3.0,0.0,0.0,86.0,0.0,2.0,5679.0,12.0,4.0,3.0,2.0,0.0,27.0,15.0,86.0,1.0,86.0,2.0,85.0,2.0,0.0,138.0,1025.0
google-gson,39.0,359.0,8.0,89.0,8256.0,129.0,21.0,124.0,16.0,2.0,0.0,2.0,7.0,2.0,52.0,52.0,52.0,41.0,0.0,0.0,52.0,0.0,50.0,1558.0,82.0,18.0,130.0,90.0,28.0,359.0,127.0,299.0,90.0,157.0,7.0,38.0,21.0,0.0,482.0,1025.0
square-wire,59.0,314.0,8.0,214.0,1613.0,63.0,12.0,23.0,39.0,1.0,0.0,0.0,0.0,0.0,206.0,69.0,204.0,12.0,0.0,0.0,206.0,0.0,65.0,3036.0,106.0,42.0,11.0,5.0,54.0,458.0,381.0,483.0,273.0,213.0,4.0,2.0,9.0,0.0,348.0,17.0
JodaOrg-joda-time,79.0,203.0,17.0,200.0,6811.0,131.0,58.0,123.0,50.0,23.0,0.0,50.0,37.0,2.0,40.0,40.0,40.0,39.0,1.0,0.0,40.0,0.0,462.0,1628.0,142.0,97.0,121.0,53.0,62.0,502.0,2067.0,353.0,195.0,297.0,6.0,21.0,13.0,0.0,573.0,1025.0
joelittlejohn-jsonschema2pojo,51.0,147.0,5.0,130.0,8375.0,131.0,18.0,130.0,20.0,18.0,1.0,5.0,7.0,2.0,80.0,80.0,74.0,70.0,3.0,0.0,80.0,0.0,110.0,633.0,72.0,17.0,13.0,10.0,19.0,203.0,68.0,119.0,15.0,118.0,5.0,3.0,7.0,7.0,487.0,1025.0
oracle-spacewalk-java,136.0,459.0,11.0,471.0,13510.0,165.0,163.0,156.0,23.0,17.0,0.0,11.0,11.0,4.0,93.0,91.0,90.0,57.0,25.0,0.0,91.0,0.0,338.0,2508.0,173.0,55.0,47.0,34.0,60.0,634.0,153.0,489.0,114.0,439.0,8.0,15.0,3.0,0.0,980.0,1025.0
apache-archiva,86.0,341.0,5.0,339.0,3965.0,94.0,20.0,80.0,44.0,33.0,7.0,6.0,8.0,3.0,48.0,42.0,40.0,28.0,18.0,0.0,42.0,0.0,181.0,1997.0,93.0,87.0,22.0,87.0,23.0,496.0,152.0,601.0,241.0,525.0,9.0,5.0,4.0,83.0,411.0,1025.0
apache-commons-net,28.0,286.0,8.0,177.0,9713.0,143.0,21.0,115.0,12.0,13.0,0.0,7.0,14.0,13.0,76.0,76.0,74.0,34.0,9.0,0.0,76.0,0.0,82.0,1373.0,178.0,13.0,37.0,18.0,38.0,258.0,931.0,179.0,54.0,124.0,8.0,3.0,4.0,0.0,1134.0,1025.0
jenkinsci-jenkins,138.0,406.0,105.0,308.0,13693.0,166.0,152.0,162.0,31.0,17.0,10.0,13.0,17.0,10.0,39.0,31.0,18.0,30.0,10.0,0.0,34.0,0.0,192.0,2153.0,226.0,55.0,72.0,35.0,32.0,1542.0,262.0,229.0,66.0,218.0,10.0,21.0,62.0,26.0,1019.0,1025.0
oblac-jodd,87.0,887.0,27.0,209.0,19701.0,199.0,199.0,199.0,27.0,19.0,12.0,4.0,23.0,5.0,231.0,97.0,44.0,54.0,72.0,0.0,97.0,0.0,607.0,2533.0,290.0,98.0,130.0,54.0,64.0,1080.0,1732.0,777.0,246.0,384.0,7.0,69.0,35.0,38.0,562.0,1025.0
apache-bookkeeper,100.0,296.0,144.0,246.0,36065.0,270.0,41.0,269.0,21.0,19.0,27.0,13.0,6.0,23.0,264.0,264.0,261.0,61.0,126.0,0.0,263.0,0.0,216.0,2279.0,257.0,63.0,29.0,50.0,113.0,304.0,562.0,560.0,177.0,474.0,9.0,46.0,41.0,28.0,945.0,1025.0
Flow86-Additional-Buildcraft-Objects-Mod,51.0,55.0,3.0,53.0,68.0,16.0,6.0,15.0,6.0,3.0,0.0,0.0,0.0,0.0,47.0,45.0,46.0,8.0,1.0,0.0,35.0,0.0,29.0,271.0,15.0,7.0,13.0,3.0,9.0,44.0,52.0,93.0,20.0,59.0,5.0,1.0,2.0,0.0,126.0,1025.0
google-truth,57.0,168.0,16.0,174.0,10565.0,146.0,31.0,145.0,32.0,7.0,0.0,12.0,31.0,0.0,31.0,16.0,2.0,16.0,0.0,0.0,16.0,0.0,259.0,1919.0,76.0,17.0,35.0,10.0,14.0,1761.0,603.0,172.0,54.0,168.0,4.0,13.0,10.0,22.0,559.0,1025.0
google-openrtb,84.0,498.0,6.0,448.0,1830.0,61.0,22.0,34.0,6.0,28.0,0.0,1.0,27.0,0.0,8.0,8.0,3.0,7.0,0.0,0.0,8.0,0.0,195.0,1676.0,36.0,79.0,12.0,6.0,4.0,279.0,65.0,103.0,9.0,103.0,5.0,2.0,3.0,29.0,240.0,1025.0
robolectric-robolectric,84.0,562.0,22.0,272.0,16451.0,242.0,91.0,236.0,32.0,145.0,2.0,22.0,28.0,21.0,196.0,168.0,96.0,57.0,15.0,0.0,172.0,0.0,282.0,3068.0,200.0,33.0,66.0,29.0,182.0,547.0,3696.0,597.0,126.0,399.0,7.0,23.0,33.0,24.0,786.0,1025.0
seleniumHQ-selenium,124.0,174.0,28.0,130.0,11935.0,158.0,58.0,157.0,20.0,14.0,6.0,9.0,1.0,11.0,125.0,36.0,57.0,19.0,6.0,0.0,36.0,0.0,218.0,946.0,60.0,10.0,15.0,23.0,13.0,279.0,109.0,200.0,69.0,199.0,7.0,50.0,24.0,54.0,1179.0,1025.0
apache-commons-pool,64.0,242.0,23.0,260.0,1916.0,90.0,17.0,75.0,11.0,6.0,2.0,6.0,51.0,8.0,36.0,17.0,17.0,27.0,1.0,0.0,18.0,0.0,112.0,2267.0,59.0,69.0,25.0,92.0,18.0,358.0,568.0,298.0,79.0,250.0,8.0,5.0,14.0,2.0,575.0,1025.0
apache-cordova-android,31.0,99.0,5.0,76.0,528.0,37.0,19.0,36.0,5.0,13.0,0.0,3.0,1.0,2.0,17.0,13.0,11.0,12.0,10.0,0.0,15.0,0.0,12.0,483.0,39.0,20.0,8.0,5.0,4.0,39.0,34.0,82.0,10.0,69.0,5.0,12.0,7.0,0.0,371.0,17.0
